Player_id,Player,Team,season,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,salary_usd
46,Fred VanVleet,TOR,2021,28,65,39,26,37.9,20.3,6.8,16.9,40.3,3.7,9.9,37.7,3.0,3.4,87.4,0.7,3.8,4.4,6.7,2.6,1.7,0.5,2.5,39.8,10,1,3.3,19675926.0
43,Kristaps Porziņģis,WAS,2021,26,51,26,25,29.0,20.2,6.9,15.0,45.9,1.5,4.9,31.0,4.9,5.6,86.7,2.0,6.1,8.1,2.3,1.6,0.7,1.6,2.7,38.9,15,0,0.6,31650600.0
129,Miles Bridges,CHA,2021,24,80,41,39,35.5,20.2,7.5,15.2,49.1,1.9,5.8,33.1,3.3,4.2,80.2,1.1,5.9,7.0,3.8,1.9,0.9,0.8,2.4,37.6,15,0,1.8,5421493.0
78,LaMelo Ball,CHA,2021,20,75,39,36,32.3,20.1,7.2,16.7,42.9,2.9,7.5,38.9,2.8,3.2,87.2,1.4,5.2,6.7,7.6,3.3,1.6,0.4,3.2,42.2,23,5,1.3,8231760.0
23,Julius Randle,NYK,2021,27,72,32,40,35.3,20.1,7.1,17.3,41.1,1.7,5.4,30.8,4.2,5.6,75.6,1.7,8.2,9.9,5.1,3.4,0.7,0.5,2.8,40.2,31,1,-2.3,21780000.0
40,Khris Middleton,MIL,2021,30,66,44,22,32.4,20.1,6.8,15.5,44.3,2.5,6.6,37.3,3.9,4.4,89.0,0.6,4.8,5.4,5.4,2.9,1.2,0.3,2.4,36.1,4,0,4.6,35500000.0
61,RJ Barrett,NYK,2021,22,70,33,37,34.5,20.0,7.0,17.1,40.8,2.0,5.8,34.2,4.1,5.8,71.4,0.9,4.9,5.8,3.0,2.2,0.6,0.2,2.0,31.9,4,0,-2.1,8623920.0
39,Terry Rozier,CHA,2021,28,73,38,35,33.7,19.3,7.1,16.0,44.4,3.0,8.1,37.4,2.1,2.4,85.2,0.8,3.5,4.3,4.5,1.3,1.3,0.3,1.6,34.7,3,1,1.0,17905263.0
29,Jerami Grant,DET,2021,28,47,11,36,31.9,19.2,6.3,14.9,42.6,1.9,5.4,35.8,4.6,5.5,83.8,0.6,3.5,4.1,2.4,1.8,0.9,1.0,2.3,31.8,1,0,-4.7,20002500.0
36,Malcolm Brogdon,IND,2021,29,36,14,22,33.5,19.1,6.8,15.1,44.8,1.6,5.2,31.2,4.0,4.6,85.6,0.9,4.2,5.1,5.9,2.1,0.8,0.4,2.0,35.6,6,1,0.0,21700000.0
54,Bam Adebayo,MIA,2021,24,56,36,20,32.6,19.1,7.3,13.0,55.7,0.0,0.1,0.0,4.6,6.1,75.3,2.4,7.6,10.1,3.4,2.6,1.4,0.8,3.1,40.2,27,0,5.4,28103500.0
55,Norman Powell,LAC,2021,29,45,15,30,32.4,19.0,6.2,13.4,46.1,2.4,5.6,41.9,4.2,5.2,81.1,0.4,2.8,3.2,2.1,1.5,0.9,0.5,2.4,28.7,0,0,-4.9,15517241.0
41,Domantas Sabonis,SAC,2021,26,62,21,41,34.4,18.9,7.1,12.5,57.3,0.6,2.0,31.2,4.0,5.4,74.1,3.2,8.9,12.1,5.2,3.1,1.0,0.4,3.3,42.3,46,5,-0.2,19800000.0
144,Jordan Poole,GSW,2021,23,76,49,27,30.0,18.5,6.2,13.9,44.8,2.8,7.6,36.4,3.2,3.5,92.5,0.4,3.0,3.4,4.0,2.5,0.8,0.3,2.7,29.4,2,0,4.3,2161440.0
30,Russell Westbrook,LAL,2021,33,78,31,47,34.3,18.5,7.0,15.8,44.4,1.0,3.4,29.8,3.4,5.1,66.7,1.4,6.0,7.4,7.1,3.8,1.0,0.3,3.0,37.8,28,10,-2.7,44211146.0
64,Dillon Brooks,MEM,2021,26,32,22,10,27.7,18.4,7.1,16.4,43.2,1.4,4.7,30.9,2.8,3.3,84.9,0.9,2.3,3.2,2.8,1.6,1.1,0.3,3.3,29.0,0,0,6.4,12200000.0
85,Gary Trent Jr.,TOR,2021,23,70,44,26,35.0,18.3,6.4,15.5,41.4,3.0,7.8,38.3,2.5,2.9,85.3,0.4,2.4,2.7,2.0,1.0,1.7,0.3,2.1,29.6,0,0,2.4,16000000.0
59,Jrue Holiday,MIL,2021,32,67,47,20,32.9,18.3,7.1,14.2,50.1,2.0,4.8,41.1,2.0,2.7,76.1,1.0,3.5,4.5,6.8,2.7,1.6,0.4,2.0,37.3,12,0,6.4,32413333.0
207,Desmond Bane,MEM,2021,24,76,53,23,29.8,18.2,6.7,14.5,46.1,3.0,6.9,43.6,1.8,2.0,90.3,0.6,3.8,4.4,2.7,1.5,1.2,0.4,2.6,30.9,0,0,4.8,2033160.0
53,D'Angelo Russell,MIN,2021,26,65,39,26,31.9,18.1,6.2,15.0,41.1,2.7,8.0,34.0,3.0,3.7,82.5,0.4,2.9,3.3,7.1,2.5,1.0,0.3,2.0,34.0,12,0,3.2,30013500.0
67,Bojan Bogdanovic,UTA,2021,33,69,45,24,30.9,18.1,6.1,13.4,45.5,2.6,6.8,38.7,3.2,3.8,85.8,0.8,3.4,4.3,1.7,1.7,0.5,0.0,1.7,25.7,3,0,3.2,18700000.0
37,Christian Wood,HOU,2021,26,68,19,49,30.8,17.9,6.5,12.9,50.1,1.9,4.9,39.0,3.0,4.9,62.3,1.6,8.5,10.1,2.3,1.9,0.8,1.0,2.5,36.8,33,0,-6.0,13666667.0
66,Jonas Valančiūnas,NOP,2021,30,74,34,40,30.3,17.8,6.9,12.7,54.4,0.8,2.1,36.1,3.2,3.9,82.0,3.1,8.3,11.4,2.6,2.4,0.6,0.8,3.3,37.0,50,0,0.9,14000000.0
26,Nikola Vučević,CHI,2021,31,73,41,32,33.1,17.6,7.5,15.8,47.3,1.4,4.5,31.4,1.3,1.7,76.0,1.9,9.1,11.0,3.2,1.9,1.0,1.0,2.5,39.6,44,0,-0.7,24000000.0
243,Tyrese Maxey,PHI,2021,21,75,45,30,35.3,17.5,6.4,13.3,48.5,1.8,4.1,42.7,2.8,3.3,86.6,0.3,2.9,3.2,4.3,1.2,0.7,0.4,2.1,30.0,1,0,2.6,2602920.0
542,Cade Cunningham,DET,2021,20,64,20,44,32.6,17.4,6.7,16.1,41.6,1.8,5.7,31.4,2.2,2.6,84.5,0.9,4.6,5.5,5.6,3.7,1.2,0.7,3.1,34.4,10,2,-4.3,10050120.0
248,Anfernee Simons,POR,2021,23,57,25,32,29.5,17.3,6.2,14.0,44.3,3.1,7.8,40.5,1.8,2.0,88.8,0.5,2.2,2.6,3.9,2.0,0.5,0.1,1.9,26.2,2,0,-1.5,3938818.0
543,Jalen Green,HOU,2021,20,67,12,55,31.9,17.3,6.1,14.2,42.6,2.3,6.8,34.3,2.8,3.5,79.7,0.5,2.9,3.4,2.6,2.0,0.7,0.3,1.5,26.0,0,0,-7.7,8992200.0
48,Tobias Harris,PHI,2021,29,73,45,28,34.8,17.2,6.8,14.0,48.2,1.4,3.8,36.7,2.3,2.8,84.2,1.1,5.7,6.8,3.5,1.6,0.6,0.6,2.2,32.7,9,1,2.3,35995950.0
56,Andrew Wiggins,GSW,2021,27,73,47,26,31.9,17.2,6.5,14.0,46.6,2.2,5.5,39.3,2.0,3.2,63.4,1.2,3.3,4.5,2.2,1.5,1.0,0.7,2.2,29.6,1,0,3.6,31579390.0
104,Luguentz Dort,OKC,2021,23,51,17,34,32.7,17.2,5.7,14.2,40.4,2.5,7.7,33.2,3.2,3.7,84.3,0.7,3.4,4.2,1.7,1.7,0.9,0.4,2.9,26.8,0,0,-5.8,1782621.0
95,Deandre Ayton,PHX,2021,23,58,46,12,29.5,17.2,7.6,12.0,63.4,0.1,0.3,36.8,1.8,2.4,74.6,2.6,7.7,10.2,1.4,1.6,0.7,0.7,2.4,34.2,30,0,5.9,12632950.0
77,OG Anunoby,TOR,2021,24,48,31,17,36.0,17.1,6.4,14.5,44.3,2.4,6.6,36.3,1.9,2.5,75.4,1.5,4.0,5.5,2.6,1.7,1.5,0.5,2.7,32.0,3,0,2.8,16071429.0
126,Kyle Kuzma,WAS,2021,26,66,29,37,33.4,17.1,6.4,14.2,45.2,1.9,5.7,34.1,2.4,3.3,71.2,1.1,7.4,8.5,3.5,2.6,0.6,0.9,1.9,34.6,24,1,-4.3,13000000.0
128,Keldon Johnson,SAS,2021,22,75,33,42,31.9,17.0,6.3,13.5,46.6,2.1,5.3,39.8,2.4,3.1,75.6,1.1,5.0,6.1,2.1,1.2,0.8,0.2,2.0,29.2,6,0,1.0,2145720.0
42,Caris LeVert,CLE,2021,27,58,23,35,30.7,17.0,6.5,14.7,44.4,1.4,4.4,32.0,2.5,3.3,75.6,0.7,2.9,3.7,4.3,1.9,0.9,0.4,2.3,29.8,1,0,-1.1,17500000.0
172,Reggie Jackson,LAC,2021,32,75,38,37,31.2,16.8,6.4,16.3,39.2,2.2,6.8,32.6,1.8,2.2,84.7,0.5,3.1,3.6,4.8,2.3,0.7,0.2,2.1,28.8,5,0,-0.9,10384500.0
75,Harrison Barnes,SAC,2021,30,77,27,50,33.6,16.4,5.1,10.8,46.9,1.8,4.7,39.4,4.4,5.4,82.6,1.1,4.5,5.6,2.4,1.5,0.7,0.2,1.2,27.9,5,0,-4.9,20284091.0
125,Cole Anthony,ORL,2021,22,65,18,47,31.7,16.3,5.5,14.0,39.1,2.0,6.0,33.8,3.3,3.9,85.4,0.5,4.9,5.4,5.7,2.6,0.7,0.3,2.6,31.6,9,0,-3.6,3449400.0
96,Jaren Jackson Jr.,MEM,2021,22,78,53,25,27.3,16.3,5.5,13.3,41.5,1.6,5.1,31.9,3.6,4.4,82.3,1.5,4.3,5.8,1.1,1.7,0.9,2.3,3.5,32.9,7,0,4.6,9180560.0
132,Jalen Brunson,DAL,2021,25,79,50,29,31.9,16.3,6.4,12.8,50.2,1.2,3.2,37.3,2.3,2.7,84.0,0.5,3.4,3.9,4.8,1.6,0.8,0.0,1.9,29.2,7,0,2.9,1802057.0
60,John Collins,ATL,2021,24,54,26,28,30.8,16.2,6.3,11.9,52.6,1.2,3.3,36.4,2.5,3.1,79.3,1.7,6.1,7.8,1.8,1.1,0.6,1.0,3.0,32.2,16,0,0.7,23000000.0
127,Jarrett Allen,CLE,2021,24,56,35,21,32.3,16.1,6.6,9.7,67.7,0.0,0.2,10.0,2.9,4.2,70.8,3.4,7.3,10.8,1.6,1.7,0.8,1.3,1.7,36.2,32,0,2.4,20000000.0
138,Saddiq Bey,DET,2021,23,82,23,59,33.0,16.1,5.5,13.9,39.6,2.6,7.4,34.6,2.6,3.1,82.7,1.3,4.1,5.4,2.8,1.2,0.9,0.2,1.6,28.9,6,0,-6.1,2824320.0
57,Jordan Clarkson,UTA,2021,30,79,47,32,27.1,16.0,5.9,14.1,41.9,2.4,7.6,31.8,1.8,2.2,82.8,0.8,2.6,3.5,2.5,1.6,0.8,0.2,1.9,25.3,1,0,4.8,12420000.0
22,Collin Sexton,CLE,2021,23,11,7,4,28.8,16.0,6.2,13.7,45.0,1.0,4.1,24.4,2.6,3.5,74.4,1.2,2.1,3.3,2.1,2.8,0.9,0.0,2.3,23.0,0,0,-2.7,6439671.0
45,Gordon Hayward,CHA,2021,32,49,26,23,31.9,15.9,5.8,12.6,45.9,1.8,4.5,39.1,2.6,3.0,84.6,0.8,3.8,4.6,3.6,1.7,1.0,0.4,1.7,29.4,1,0,-0.4,29925000.0
70,Buddy Hield,IND,2021,29,81,26,55,30.8,15.6,5.5,13.6,40.6,3.2,8.8,36.6,1.4,1.6,87.4,0.8,3.5,4.4,2.8,1.9,0.9,0.3,2.3,26.8,1,0,-2.0,22768890.0
98,Rudy Gobert,UTA,2021,30,66,42,24,32.1,15.6,5.5,7.7,71.3,0.0,0.1,0.0,4.6,6.7,69.0,3.7,11.0,14.7,1.1,1.8,0.7,2.1,2.7,41.3,53,0,6.3,35344828.0
69,Kevin Porter Jr.,HOU,2021,22,61,16,45,31.3,15.6,5.5,13.2,41.5,2.5,6.8,37.5,2.0,3.2,64.2,0.7,3.7,4.4,6.2,3.1,1.1,0.4,2.6,31.4,10,1,-4.6,1782621.0
115,Marcus Morris Sr.,LAC,2021,32,54,26,28,29.0,15.4,5.6,12.8,43.4,1.9,5.1,36.7,2.4,2.7,87.2,0.5,3.9,4.4,2.1,1.3,0.5,0.3,2.1,25.1,2,0,-2.6,15627907.0
121,Tyrese Haliburton,IND,2021,22,77,26,51,35.0,15.3,5.6,11.8,47.3,2.1,5.1,41.4,2.1,2.5,84.2,0.8,3.2,4.0,8.2,2.6,1.7,0.6,1.6,37.0,25,0,-4.2,4023600.0
544,Scottie Barnes,TOR,2021,20,74,43,31,35.4,15.3,6.2,12.6,49.2,0.8,2.6,30.1,2.1,2.9,73.5,2.6,4.9,7.5,3.5,1.8,1.1,0.7,2.6,33.2,13,0,0.9,7280520.0
545,Franz Wagner,ORL,2021,20,79,21,58,30.7,15.2,5.8,12.3,46.8,1.2,3.4,35.4,2.4,2.8,86.3,1.1,3.4,4.5,2.9,1.5,0.9,0.4,2.1,27.3,2,0,-3.1,5007840.0
73,Bogdan Bogdanović,ATL,2021,29,63,33,30,29.3,15.1,5.4,12.6,43.1,2.7,7.3,36.8,1.5,1.8,84.3,0.5,3.5,4.0,3.1,1.1,1.1,0.2,2.1,27.3,0,0,3.0,18000000.0
150,Jusuf Nurkić,POR,2021,27,56,25,31,28.2,15.0,5.7,10.7,53.5,0.3,1.0,26.8,3.3,4.8,69.0,3.0,8.1,11.1,2.8,2.6,1.1,0.6,3.4,35.1,30,0,0.2,12000000.0
157,Wendell Carter Jr.,ORL,2021,23,62,16,46,29.9,15.0,5.8,11.0,52.5,1.1,3.5,32.7,2.3,3.3,69.1,2.2,8.2,10.5,2.8,1.9,0.6,0.7,2.7,33.6,33,0,-2.2,6920027.0
136,Aaron Gordon,DEN,2021,26,75,46,29,31.7,15.0,5.8,11.1,52.0,1.2,3.5,33.5,2.3,3.1,74.3,1.7,4.2,5.9,2.5,1.8,0.6,0.6,2.0,27.5,6,0,4.3,16409091.0
134,Seth Curry,BKN,2021,31,64,38,26,33.3,15.0,5.6,11.5,48.7,2.5,5.8,42.2,1.3,1.5,87.2,0.3,2.8,3.1,3.6,1.7,0.8,0.2,2.3,25.6,1,0,3.0,8207518.0
546,Evan Mobley,CLE,2021,21,69,40,29,33.8,15.0,6.1,12.0,50.8,0.3,1.3,25.0,2.4,3.7,66.3,2.1,6.2,8.3,2.5,1.9,0.8,1.7,2.1,34.2,21,0,1.4,8075160.0
82,Kelly Oubre Jr.,CHA,2021,26,76,39,37,26.3,15.0,5.4,12.3,44.0,2.5,7.3,34.5,1.7,2.5,66.7,1.0,2.9,4.0,1.1,0.9,1.0,0.4,2.5,24.8,1,0,-0.3,12000000.0
204,Josh Hart,POR,2021,27,54,20,34,33.2,14.9,5.3,10.5,50.4,1.4,3.9,34.3,3.0,3.9,75.8,1.1,6.0,7.2,4.1,2.1,1.1,0.2,2.8,31.8,12,0,-3.7,12000000.0
108,Lauri Markkanen,CLE,2021,25,61,32,29,30.8,14.8,5.1,11.5,44.5,2.2,6.2,35.8,2.3,2.6,86.8,1.0,4.7,5.7,1.3,0.9,0.7,0.5,2.1,26.3,3,0,2.8,15690909.0
71,Chris Paul,PHX,2021,37,65,53,12,32.9,14.7,5.6,11.3,49.3,1.0,3.1,31.7,2.6,3.1,83.7,0.3,4.0,4.4,10.8,2.4,1.9,0.3,2.1,40.3,34,2,7.1,30000000.0
131,Will Barton,DEN,2021,31,71,41,30,32.1,14.7,5.5,12.6,43.8,2.2,6.1,36.5,1.4,1.8,80.3,0.6,4.2,4.8,3.9,1.8,0.8,0.4,1.6,28.1,1,0,1.4,15625000.0
151,Bobby Portis,MIL,2021,27,72,46,26,28.2,14.6,5.8,12.1,47.9,1.8,4.7,39.3,1.2,1.6,75.2,2.5,6.6,9.1,1.2,1.3,0.7,0.7,2.4,30.4,24,0,4.4,4347600.0
68,Tim Hardaway Jr.,DAL,2021,30,42,24,18,29.6,14.2,5.0,12.6,39.4,2.4,7.2,33.6,1.9,2.5,75.7,0.3,3.4,3.7,2.2,0.8,0.9,0.1,1.8,24.3,0,0,0.9,21308816.0
113,Mikal Bridges,PHX,2021,25,82,64,18,34.8,14.2,5.6,10.5,53.4,1.4,3.8,36.9,1.6,1.9,83.4,0.9,3.3,4.2,2.3,0.8,1.2,0.4,1.8,26.6,0,0,7.0,5557725.0
65,Evan Fournier,NYK,2021,29,80,36,44,29.5,14.1,5.0,12.1,41.7,3.0,7.7,38.9,1.0,1.4,70.8,0.4,2.2,2.6,2.1,1.3,1.0,0.3,2.3,22.8,0,0,-1.2,17000000.0
146,Malik Monk,LAL,2021,24,76,32,44,28.1,13.8,5.1,10.9,47.3,2.3,5.8,39.1,1.2,1.5,79.5,0.5,2.9,3.4,2.9,1.6,0.8,0.4,1.8,24.1,1,0,0.7,1669178.0
303,Spencer Dinwiddie,DAL,2021,29,67,38,29,29.6,13.7,4.6,11.0,41.6,1.7,4.9,33.9,2.9,3.8,77.4,0.7,3.5,4.2,5.2,1.6,0.7,0.2,2.2,27.5,7,1,-0.7,17142857.0
74,Mike Conley,UTA,2021,34,72,44,28,28.6,13.7,4.8,11.0,43.5,2.3,5.8,40.8,1.8,2.3,79.6,0.7,2.4,3.0,5.3,1.7,1.3,0.3,2.0,28.5,2,0,4.8,21000000.0
140,Kevin Love,CLE,2021,33,74,38,36,22.5,13.6,4.4,10.3,43.0,2.5,6.4,39.2,2.2,2.7,83.8,1.2,6.1,7.2,2.2,1.3,0.4,0.2,1.4,26.0,15,0,1.3,31258256.0
83,Dennis Schröder,HOU,2021,28,64,32,32,28.7,13.5,4.9,11.3,43.1,1.3,3.9,34.4,2.5,2.9,85.3,0.5,2.8,3.3,4.6,2.2,0.8,0.1,2.4,25.1,1,0,-0.5,5890000.0
227,Jakob Poeltl,SAS,2021,26,68,30,38,29.0,13.5,6.0,9.8,61.8,0.0,0.0,100.0,1.4,2.8,49.5,3.9,5.5,9.3,2.8,1.6,0.7,1.7,3.1,34.4,28,0,1.7,8750000.0
58,Eric Gordon,HOU,2021,33,57,19,38,29.3,13.4,4.7,9.9,47.5,2.2,5.3,41.2,1.8,2.4,77.8,0.3,1.7,2.0,2.7,1.9,0.5,0.3,1.1,20.4,0,0,-3.1,18218818.0
63,Kyle Lowry,MIA,2021,36,63,41,22,33.9,13.4,4.4,10.0,44.0,2.3,6.1,37.7,2.3,2.8,85.1,0.5,4.0,4.5,7.5,2.7,1.1,0.3,2.8,31.4,16,2,4.0,26894128.0
89,De'Andre Hunter,ATL,2021,24,53,28,25,29.8,13.4,4.8,10.8,44.2,1.4,3.7,37.9,2.4,3.1,76.5,0.5,2.8,3.3,1.3,1.3,0.7,0.4,2.9,21.2,2,0,0.5,7775400.0
116,Carmelo Anthony,LAL,2021,38,69,27,42,26.0,13.3,4.6,10.5,44.1,2.2,5.8,37.5,1.9,2.3,83.0,0.9,3.3,4.2,1.0,0.9,0.7,0.8,2.4,23.3,1,0,-1.3,1669178.0
84,Derrick White,BOS,2021,27,75,40,35,29.3,13.2,4.5,10.7,42.1,1.5,4.9,31.2,2.7,3.1,86.4,0.5,3.0,3.5,4.9,1.6,0.9,0.8,2.3,28.0,2,0,2.7,15178571.0
189,Kentavious Caldwell-Pope,WAS,2021,29,77,34,43,30.2,13.2,4.7,10.8,43.5,2.1,5.3,39.0,1.8,2.0,89.0,0.5,2.9,3.4,1.9,1.3,1.1,0.3,1.8,23.1,2,0,-3.0,13038862.0
112,Montrezl Harrell,CHA,2021,28,71,36,35,23.1,13.1,5.0,7.8,64.5,0.1,0.2,23.5,3.0,4.2,71.6,2.1,4.0,6.1,2.0,1.0,0.4,0.6,1.9,25.5,7,0,1.2,9720900.0
547,Chris Duarte,IND,2021,25,55,21,34,28.0,13.1,4.9,11.3,43.2,1.7,4.6,36.9,1.6,2.0,80.4,0.7,3.4,4.1,2.1,1.6,1.0,0.2,1.7,23.1,0,0,-1.0,3749400.0
228,Ricky Rubio,IND,2021,31,34,20,14,28.5,13.1,4.4,12.1,36.3,1.7,5.1,33.9,2.6,3.0,85.4,0.4,3.7,4.1,6.6,2.6,1.4,0.2,2.2,30.3,5,0,5.4,17800000.0
93,Lonzo Ball,CHI,2021,24,35,22,13,34.6,13.0,4.6,10.9,42.3,3.1,7.4,42.3,0.6,0.8,75.0,1.0,4.4,5.4,5.1,2.3,1.8,0.9,2.4,32.9,3,1,2.3,18604651.0
110,LaMarcus Aldridge,BKN,2021,36,47,26,21,22.3,12.9,5.4,9.7,55.0,0.3,1.0,30.4,1.9,2.2,87.3,1.6,3.9,5.5,0.9,0.9,0.3,1.0,1.7,23.8,2,0,0.4,1669178.0
133,Myles Turner,IND,2021,26,42,15,27,29.4,12.9,4.8,9.4,50.9,1.5,4.4,33.3,1.9,2.5,75.2,1.5,5.5,7.1,1.0,1.3,0.7,2.8,2.8,32.1,9,0,-0.3,18000000.0
88,Coby White,CHI,2021,22,61,32,29,27.5,12.7,4.6,10.6,43.3,2.2,5.8,38.5,1.3,1.5,85.7,0.3,2.7,3.0,2.9,1.1,0.5,0.2,2.2,21.4,1,0,-0.6,5837760.0
180,Monté Morris,DEN,2021,27,75,44,31,29.9,12.6,5.0,10.3,48.4,1.7,4.2,39.5,1.0,1.1,86.9,0.4,2.7,3.0,4.4,1.0,0.7,0.2,1.2,24.6,0,0,3.8,8449074.0
549,Josh Giddey,OKC,2021,19,54,17,37,31.5,12.5,5.2,12.4,41.9,1.0,3.9,26.3,1.0,1.5,70.9,1.8,6.0,7.8,6.4,3.2,0.9,0.4,1.6,32.2,16,4,-5.5,5988000.0
195,Cameron Johnson,PHX,2021,26,66,50,16,26.2,12.5,4.2,9.2,46.0,2.5,5.9,42.5,1.5,1.7,86.0,0.6,3.5,4.1,1.5,0.7,0.9,0.2,1.7,22.3,0,0,3.3,4437000.0
137,Brook Lopez,MIL,2021,34,13,10,3,23.0,12.4,4.7,10.1,46.6,1.5,4.1,35.8,1.5,1.8,87.0,1.5,2.6,4.1,0.5,0.9,0.6,1.2,2.6,22.4,0,0,-0.5,13302325.0
344,Devin Vassell,SAS,2021,21,71,29,42,27.3,12.3,4.6,10.8,42.7,1.9,5.4,36.1,1.2,1.4,83.8,0.6,3.7,4.3,1.9,0.8,1.1,0.6,2.0,24.5,1,0,0.5,4235160.0
161,Lonnie Walker IV,SAS,2021,23,70,27,43,23.0,12.1,4.4,10.9,40.7,1.6,5.0,31.4,1.7,2.1,78.4,0.3,2.3,2.6,2.2,1.0,0.6,0.3,1.4,20.2,0,0,-1.1,4447896.0
120,Marcus Smart,BOS,2021,28,71,47,24,32.3,12.1,4.2,10.1,41.8,1.7,5.1,33.1,2.0,2.5,79.3,0.6,3.2,3.8,5.9,2.2,1.7,0.3,2.3,29.0,2,0,6.2,14339285.0
47,Malik Beasley,MIN,2021,25,79,46,33,25.0,12.1,4.2,10.8,39.1,3.0,8.1,37.7,0.6,0.8,81.7,0.3,2.5,2.9,1.5,0.5,0.5,0.2,1.1,19.3,0,0,1.0,14491964.0
145,Kevin Huerter,ATL,2021,23,74,40,34,29.6,12.1,4.7,10.3,45.4,2.2,5.6,38.9,0.6,0.7,80.8,0.4,3.0,3.4,2.7,1.2,0.7,0.4,2.5,22.3,1,0,2.3,4253357.0
92,Derrick Rose,NYK,2021,33,26,11,15,24.5,12.0,4.7,10.5,44.5,1.4,3.5,40.2,1.2,1.2,96.8,0.8,2.2,3.0,4.0,1.5,0.8,0.5,0.6,23.9,0,0,3.5,13445120.0
235,Luke Kennard,LAC,2021,26,70,35,35,27.4,11.9,4.1,9.1,44.9,2.7,6.0,44.9,1.0,1.1,89.6,0.3,3.0,3.3,2.1,0.9,0.6,0.1,1.4,20.2,1,0,2.6,13347727.0
91,Devonte' Graham,NOP,2021,27,76,34,42,28.4,11.9,3.9,10.7,36.3,2.5,7.4,34.1,1.6,1.8,84.3,0.5,1.8,2.3,4.2,1.4,0.9,0.2,1.3,22.8,0,0,0.5,11000000.0
155,Jae'Sean Tate,HOU,2021,26,78,19,59,26.4,11.8,4.7,9.3,49.8,0.8,2.6,31.2,1.7,2.4,70.7,1.7,3.7,5.4,2.8,1.8,0.9,0.5,3.7,25.1,7,0,-5.2,1517981.0
550,Jalen Suggs,ORL,2021,21,48,16,32,27.2,11.8,4.1,11.4,36.1,0.9,4.1,21.4,2.6,3.4,77.3,0.5,3.0,3.6,4.4,3.0,1.2,0.4,3.0,24.5,2,0,-4.3,6593040.0
118,Danilo Gallinari,ATL,2021,33,66,35,31,25.3,11.7,3.9,9.0,43.4,1.7,4.5,38.1,2.1,2.4,90.4,0.5,4.1,4.7,1.5,0.6,0.4,0.2,1.4,20.8,2,0,1.6,20475000.0
130,Alec Burks,NYK,2021,30,81,37,44,28.6,11.7,3.5,9.0,39.1,1.9,4.8,40.4,2.7,3.3,82.2,0.6,4.3,4.9,3.0,1.1,1.0,0.3,2.7,24.9,2,0,1.5,9536000.0
50,Kemba Walker,NYK,2021,32,37,16,21,25.6,11.6,4.0,10.0,40.3,2.0,5.4,36.7,1.6,1.9,84.5,0.4,2.6,3.0,3.5,1.3,0.7,0.2,1.0,21.9,1,1,-4.9,8729020.0
551,Davion Mitchell,SAC,2021,23,75,28,47,27.7,11.5,4.7,11.2,41.8,1.3,4.3,31.6,0.7,1.1,65.9,0.4,1.8,2.2,4.2,1.5,0.7,0.3,1.9,22.0,3,0,-3.7,4603320.0
169,Patty Mills,BKN,2021,33,81,44,37,29.0,11.4,4.0,9.8,40.8,2.8,7.0,40.0,0.6,0.7,81.4,0.2,1.7,1.9,2.3,0.9,0.6,0.2,1.4,18.7,0,0,1.4,5890000.0
109,Doug McDermott,SAS,2021,30,51,21,30,24.0,11.3,4.2,9.1,46.2,2.1,5.0,42.2,0.8,1.0,78.4,0.4,1.9,2.3,1.3,0.8,0.3,0.1,1.5,16.2,0,0,-0.7,13750000.0
105,Rui Hachimura,WAS,2021,24,42,16,26,22.5,11.3,4.5,9.1,49.1,1.3,2.9,44.7,1.1,1.6,69.7,0.6,3.2,3.8,1.1,0.8,0.5,0.2,1.3,19.1,0,0,-3.0,4916160.0
152,Immanuel Quickley,NYK,2021,23,78,35,43,23.1,11.3,3.6,9.3,39.2,1.8,5.1,34.6,2.3,2.6,88.1,0.4,2.8,3.2,3.5,1.3,0.7,0.0,2.1,21.3,4,2,3.4,2210640.0
103,Joe Harris,BKN,2021,30,14,10,4,30.2,11.3,4.0,8.9,45.2,2.9,6.3,46.6,0.4,0.4,83.3,0.4,3.6,4.0,1.0,1.1,0.5,0.1,2.2,18.4,0,0,1.1,17357143.0
102,Marvin Bagley III,DET,2021,23,48,17,31,23.9,11.3,4.7,9.3,50.4,0.5,2.0,23.7,1.4,2.1,66.3,2.2,4.9,7.0,0.8,0.8,0.5,0.4,1.9,22.5,7,0,-2.8,11312114.0
186,Gary Harris,ORL,2021,27,61,16,45,28.4,11.1,3.9,9.1,43.4,1.9,5.0,38.4,1.4,1.6,87.4,0.6,1.4,2.0,1.8,1.0,1.0,0.1,1.8,18.5,0,0,-3.4,20482143.0
173,Grayson Allen,MIL,2021,26,66,43,23,27.3,11.1,3.9,8.6,44.8,2.4,5.9,40.9,1.0,1.1,86.5,0.5,2.9,3.4,1.5,0.7,0.7,0.3,1.5,19.7,0,0,3.5,4054695.0
86,Clint Capela,ATL,2021,28,74,40,34,27.6,11.1,5.0,8.2,61.3,0.0,0.0,0.0,1.1,2.3,47.3,3.8,8.1,11.9,1.2,0.6,0.7,1.3,2.2,32.6,35,0,1.7,18603448.0
